sim_id,trajectory_type,disturbed_inputs,simulation_time (s),time_sample (s),N,M,mpc_success,num_iterations,mpc_RMSe,mpc_execution_time (s),operation,failed_rotors,ang_speed_percentages (%),mpc_min_phi (rad),mpc_max_phi (rad),mpc_phi (rad),mpc_std_phi (rad),mpc_min_theta (rad),mpc_max_theta (rad),mpc_mean_theta (rad),mpc_std_theta (rad),mpc_min_psi (rad),mpc_max_psi (rad),mpc_mean_psi (rad),mpc_std_psi (rad),nn_success,nn_execution_time (s),nn_RMSe,nn_min_phi,nn_max_phi,nn_mean_phi,nn_std_phi,nn_min_theta,nn_max_theta,nn_mean_theta,nn_std_theta,nn_min_psi,nn_max_psi,nn_mean_psi,nn_std_psi,radius (m),period (s),inter_position_RMSe,RMSe_u0,RMSe_u1,RMSe_u2,RMSe_u3,RMSe_u4,RMSe_u5,RMSe_u6,RMSe_u7
31,circle_xy,False,13.75,0.02,60,10,True,687,0.4928250808081088,21.885302601731382,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.34177196574772845,0.34263172975108414,0.01699368544993869,0.16297586028614555,-0.8040949067719455,0.2908753912671031,-0.004802696596518513,0.2136521965678344,-0.130566191039828,0.07090381156080704,0.0063102713630872696,0.024964000334952982,True,3.51634660072159,0.5406227400221065,-0.2865624749894425,0.37020344727360743,0.013795849048691753,0.1622699832206812,-0.7737691964132175,0.2883958148125645,-0.0011641876420446023,0.21334131847707044,-0.12241975470271249,0.07019813723158043,-0.0010878719770606139,0.038734949883696294,6,11.0,0.17836368442845402,5.32047218885098,5.411834531226638,5.390441086774931,5.465896101302537,5.415336830506575,5.319749555716629,5.288661984358487,5.437823662747198
32,circle_xy,False,13.75,0.02,60,10,True,687,0.5702565803426409,20.141244499129243,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.3791386745263684,0.4220184528964017,0.019249181381626963,0.18912424784055382,-0.9284899671939543,0.3344606361283836,-0.005213947401478364,0.24611894694709785,-0.19707888802287787,0.04716452811209102,0.004422297911497625,0.03162211728030849,True,4.626288902712986,0.6503565898175792,-0.33120028008391916,0.44347940045440687,0.013748258900557437,0.18853097968279783,-0.8842100727222327,0.3431427026719406,-0.0009975166115172625,0.2458802288503405,-0.18177879571574262,0.10115182068462168,0.006028292738243713,0.05425247032722963,7,11.0,0.2114472012724716,4.169675917102141,4.620905118419235,4.299380742122354,4.486867301643921,4.367946530011441,4.155315737190461,4.540178157701965,4.144004677984893
33,circle_xy,False,13.75,0.02,60,10,True,687,0.6704968091305501,16.516232301131822,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.4227291410598257,0.5286098366205784,0.021725845985524076,0.21611884137637455,-1.036655959031686,0.4343501606906948,-0.004060376906116048,0.27905236520981075,-0.2932710678774654,0.04059537908892564,0.0007483505007507197,0.04459932647405913,True,3.9932940002763644,0.7625663624850502,-0.3622250254896259,0.5348710922242367,0.014818870105787718,0.2136508964456877,-0.9910164601711128,0.39002274317720365,-0.0014941530572287185,0.27779716501085566,-0.267784920762202,0.12800749775359674,0.01717106038504131,0.06827413163383807,8,11.0,0.2864421634183948,6.181081176139845,6.378591069570651,5.899909758530593,6.4684878431374875,6.020959990759326,6.073592994118186,6.223307791915027,5.996126480617763
34,circle_xy,False,13.75,0.02,60,10,True,687,0.7769526318530143,16.388215499580838,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.47438732324545263,0.6561934020250934,0.026846578565435614,0.24356108509837013,-1.1382812968285325,0.5154447489082808,-0.004433919200610013,0.31047580089907073,-0.4278998051053505,0.04943026820295794,0.0029719847858346,0.06400057649880886,True,3.498191299615428,0.8854839939563255,-0.3942735929645706,0.655242132220366,0.017275032394093295,0.2394686386454835,-1.092707947678717,0.4522141592847461,-0.0026873375896550086,0.30946086020304603,-0.39248932692964217,0.1525888182122976,0.032339719497971674,0.08478825171659861,9,11.0,0.3576783939301493,6.415808753581536,6.298179224649712,6.194140038040444,6.545939494503777,6.173851346764499,6.327583446553415,6.43811085638248,6.195796390533617
35,circle_xy,False,15.0,0.02,60,10,True,749,0.36306327635022445,18.531954800128005,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.24915461063783295,0.22047200473431047,0.012526027812991352,0.11356796475426198,-0.6320306031698972,0.23951779185530464,-0.0026701578973015263,0.15916840404709237,-0.06435120771101333,0.016910300903601405,0.0012355014822692614,0.010751189711574152,True,3.9175633983686566,0.3785905513325359,-0.22898466896978256,0.2569019039609428,0.011861808738295645,0.11512569692633928,-0.6185387659539143,0.20618094964702824,-0.000339629557682341,0.1565752790407025,-0.06527101557066964,0.05528149911711875,-0.00011991744259716341,0.027663953607625403,5,12.0,0.14898922553845317,4.353325067535059,4.444913563725721,4.388541079785898,4.545562170555349,4.396752632783321,4.358962265439329,4.302035471610088,4.498649163462268
36,circle_xy,False,15.0,0.02,60,10,True,749,0.445702098806455,19.365165500552393,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.31766562572686363,0.2832783258268215,0.013927251665143045,0.13893124897804138,-0.748968739005633,0.2711919389749793,-0.0029689893826668197,0.18720361652902895,-0.09886472103447944,0.03515439788981162,0.0032303730275473974,0.017113118285774068,True,3.712156198802404,0.4764806296853695,-0.26699227217025256,0.3169325923056724,0.012619531401027473,0.1383685806385984,-0.7266522987464143,0.2519717384706568,-0.0002855480809429641,0.18629031207565364,-0.09581952835421087,0.06587279541868393,-0.0038898053575425096,0.034169402335792735,6,12.0,0.1742814433713784,5.639281224381706,5.616636112036614,5.55010783199782,5.636910692977126,5.665375059985889,5.521652808185333,5.483491806069076,5.608005543638787
37,circle_xy,False,15.0,0.02,60,10,True,749,0.5176191208194132,18.103840800002217,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.356999959483433,0.3474747807525839,0.016281753028767932,0.1625162407875743,-0.8659201982832616,0.2866804610578762,-0.004112436346141157,0.21548459651981877,-0.14749642453830047,0.06577186891094232,0.005254590492653284,0.025237659196881475,True,3.4749612010782585,0.5748859414368351,-0.30670688508440835,0.37449729503429746,0.012365751756643294,0.1612023330427256,-0.8313815837343447,0.29651276653598496,7.967304583906317e-05,0.21502257904005095,-0.13819554819775046,0.08328861659927492,-0.0018586595864423488,0.04636873993989141,7,12.0,0.20458470292149272,5.343884016724865,5.6039246239688385,5.472886223592556,5.642683370754022,5.493784457972807,5.381270895716694,5.511202468007916,5.467299234918015
38,circle_xy,False,15.0,0.02,60,10,True,749,0.5926447246529031,17.87233160075266,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.39105407268699793,0.4309332922337061,0.01809445365367176,0.18457065339534537,-0.976034930545541,0.35400723747424584,-0.003334873965255876,0.24355345091221445,-0.2133437024222178,0.03365928361651518,0.0005610131854508467,0.03183247479237254,True,3.575763200642541,0.6723068147021605,-0.34261841727693554,0.4428653737299096,0.012372419635394849,0.182967255238152,-0.932895266381366,0.33966708198907974,0.00025156615578378214,0.24320251698788467,-0.19892365208601906,0.11259153195225198,0.007227770659142983,0.05961049452591675,8,12.0,0.25340387599405967,5.515041595874521,5.8745835467889655,5.456881695787377,5.66211253711143,5.6595268893637645,5.4991772922164355,5.753159248458829,5.3325065765980995
39,circle_xy,False,15.0,0.02,60,10,True,749,0.6820653774117388,20.224553300766274,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.43797564828782,0.522186878930844,0.021316169653024592,0.2075851404211238,-1.078480564004096,0.43764110044840454,-0.002045729769766088,0.27393693288114895,-0.30844363102750627,0.03855809212245786,-0.0014352442905630424,0.04443668567734739,True,3.531701598665677,0.7735371764645356,-0.3716419310783206,0.5302518539575567,0.01350450831915776,0.20443076306902352,-1.0312319060552058,0.38262921993414734,3.10118851763311e-05,0.2712056733213286,-0.2846458385014341,0.14153035607062825,0.018871457082801964,0.07204911391546255,9,12.0,0.3203544616148524,7.279643799914164,7.458170872532059,7.008482003912371,7.4881060437361295,7.162084729491862,7.163840908949624,7.257242494768215,7.173353301728424
40,circle_xy,False,16.25,0.02,60,10,True,812,0.30925857298609216,23.03416959824972,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.23639197851705632,0.19049997706331956,0.010265265510904124,0.0975351438843522,-0.5888803600507369,0.21512180451845356,-0.002468366995380161,0.13880770076275825,-0.04977467346493681,0.007597926149139011,0.001105100253600686,0.007787469905128539,True,3.876810498884879,0.3320850323558757,-0.2135708734152273,0.2232419201280275,0.010196491772733378,0.09972990693253446,-0.5831697443569943,0.18282250385682264,-0.00012730574160066798,0.13758936422346202,-0.05265763966616795,0.04805993948171743,-0.001033881022725763,0.02500269983841599,5,13.0,0.1223310139959135,2.487678867394595,2.365085808024731,2.7129929922458116,2.463565399496127,2.5439976767368244,2.373833351281703,2.610428325581968,2.3817578739217655
41,circle_xy,False,16.25,0.02,60,10,True,812,0.4054340806343681,27.961719900136814,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.2667282143033126,0.23700347117568904,0.012627303742152918,0.1172910836544093,-0.702975798447625,0.24629174996422173,-0.0020655142713287226,0.16548324015419758,-0.07700106958812394,0.018154174063787522,0.001251421939144932,0.011920575751434119,True,4.894903299515136,0.421705366237942,-0.25196770349448466,0.2752775490991679,0.01133821931171148,0.1194443915700724,-0.6842093426672833,0.2169830912095703,8.613753013455358e-05,0.16381963523827553,-0.07676802219859127,0.06056580611642998,-0.004450080905585071,0.030681262830385497,6,13.0,0.1798464174295635,5.371221339799177,5.3759388721262935,5.429801335043309,5.448511380549151,5.370424192054518,5.335543203668004,5.27865593085038,5.429128457225216
42,circle_xy,False,16.25,0.02,60,10,True,812,0.47965841603557313,23.36068259982858,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.32525067724758583,0.2891459763424838,0.013508117644693266,0.13981565421167716,-0.8118641041848806,0.26990561941134844,-0.0026010666057788893,0.1905721750784648,-0.11282413761218003,0.03400564305791932,0.002544665785224717,0.018143016149569906,True,3.680792199796997,0.512325507760662,-0.2856276029557269,0.3236245403068309,0.011658009291764214,0.13912487882506827,-0.7838898995237623,0.26001572315955807,0.0005440966395887616,0.18951312567067302,-0.10904560434047028,0.06967818058200216,-0.00670069216354081,0.03933933866672912,7,13.0,0.2021873005649421,5.807224183156991,5.829920466367526,5.74242609690124,5.749879194893008,5.870876840183769,5.688884220323408,5.730250863509148,5.707798027708736
43,circle_xy,False,16.25,0.02,60,10,True,812,0.5444862949620923,21.335275199380703,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.3633888573033285,0.35000631128422927,0.015555771023074967,0.1599874313522701,-0.919197738370384,0.28995770718175934,-0.003432459531154944,0.21499088946871078,-0.16207122890442854,0.05934360414238929,0.0036239055590903306,0.02514538209242546,True,4.700361697119661,0.601663528003799,-0.32010653545481194,0.37651026125081727,0.011169448600669913,0.15819953733648412,-0.8807184451671992,0.30152250557866456,0.0010966159154910224,0.21467027473431935,-0.15302857749451476,0.09072357552355581,-0.000647669247980014,0.05203657257183478,8,13.0,0.23487927276171378,5.791672181334422,6.070406423969757,5.809338144735196,5.966706234332512,5.954765280984885,5.777286530040047,5.946711691481141,5.775946958630075
44,circle_xy,False,16.25,0.02,60,10,True,812,0.6129854364344972,20.077804899890907,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.399116542836935,0.430195465391239,0.01736922104847467,0.17941056523353416,-1.0177984471336579,0.3574874500293827,-0.002294215401735963,0.23985395725114833,-0.22747338598491634,0.032966038384261,-0.0010471763056184458,0.03233233263381434,True,3.773776500602253,0.691210101526583,-0.3482193511484402,0.44146713265619925,0.011312766438496028,0.1768637683695366,-0.9743786398250213,0.3410297170220272,0.001312841575982784,0.23935204263874615,-0.21459950676106607,0.12273385165100127,0.008533151709329733,0.0640495403055393,9,13.0,0.2885050356447974,6.2800606006914546,6.70099253330809,6.175637053090538,6.382787437085267,6.467465615191976,6.2986801537987605,6.4940377205758155,6.098792127372484
45,circle_xy,False,17.5,0.02,60,10,True,874,0.2786608712980165,19.73715309938416,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.22082451667229072,0.1660848254620789,0.009080148098846639,0.08492913130934025,-0.5520495217123293,0.19373959722189918,-0.0020288606626294226,0.12300333019913667,-0.03924752788842159,0.009942790880252012,0.0013576484548038636,0.0060194415379163126,True,4.006929100723937,0.29500016236550936,-0.1995492005162582,0.19666648769859088,0.008869281496044205,0.08715458494922207,-0.5519999338834648,0.16298447752057646,-0.0001831919053312926,0.1221576109785507,-0.043801267836100805,0.04006208555025062,-0.0019665126625617304,0.0226003181945394,5,14.0,0.11258752107348677,2.553954619686797,2.3643297778895227,2.7225181736753723,2.480421707708249,2.565537203535401,2.333956974559565,2.685957338793487,2.3578016571107447
46,circle_xy,False,17.5,0.02,60,10,True,874,0.346114479449299,20.8434908996569,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.259792096990535,0.20014178480373718,0.010749786784186945,0.10180500905310172,-0.6601616056983344,0.22086612594639282,-0.0022153921130497775,0.14694112144448504,-0.06095994159401813,0.006911458224042495,0.00036801719215657944,0.008654677849319545,True,4.520171601441689,0.37784458531388254,-0.23707100091755107,0.2399882376124563,0.010383236840687062,0.10400529054702985,-0.6466717963658065,0.19085186344385757,0.00019380796321590512,0.14544905319781595,-0.06334986043793407,0.05467620571983249,-0.00486664835655739,0.02799696729594654,6,14.0,0.14720758297886632,2.7168827786918226,2.721307718465819,2.9733300843539703,2.7486731113439284,2.797751318060776,2.7127573338293813,2.840311634077058,2.6818096482029
47,circle_xy,False,17.5,0.02,60,10,True,874,0.4438658888301199,23.047010400216095,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.27995910067482616,0.2459451866916973,0.012883141126783342,0.1188000239469002,-0.7620109022708851,0.24850403889891715,-0.0019324922329541669,0.16987702196769214,-0.08822669912185455,0.015565982863448942,0.0008231561272728715,0.012885953395199204,True,4.227001698338427,0.4613875857313319,-0.2718546497242778,0.2848094663937154,0.011142243851530955,0.12137435161402517,-0.7410585233382523,0.22494939125060603,0.0005509851655500394,0.168477570726695,-0.0880748989738997,0.0619685365927421,-0.008529299432838571,0.03438520336391919,7,14.0,0.20293659267391004,5.616064810558154,5.510378996302337,5.692325555698928,5.551620548454726,5.585127142762921,5.529297657335115,5.465392178768941,5.543081327992792
48,circle_xy,False,17.5,0.02,60,10,True,874,0.5096652010226289,25.77784779795911,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.3332175422955026,0.29345148098641577,0.01368283068150952,0.13831735906124465,-0.863798578704349,0.2664791978189081,-0.0023611480233815397,0.19245367044899903,-0.12502840626044126,0.027374148953994072,0.0015205735291203735,0.018476200302806167,True,4.704945398611017,0.5448436714117991,-0.3011812535340922,0.3271952553409208,0.011026752628078035,0.13805031945435,-0.8331748828071218,0.26499041245855265,0.0011635832634426932,0.1910233371193166,-0.12176371674507924,0.07233125328423935,-0.007462661687418562,0.04415764678378738,8,14.0,0.22973946236074003,5.819821200361014,5.9415965670055835,5.781788787027705,5.772348371399781,5.9758580405978465,5.706592721613637,5.84255856642249,5.706509765475285
49,circle_xy,False,17.5,0.02,60,10,True,874,0.5699479940332564,23.71737369953189,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.37082696645343766,0.35447119966807383,0.015133790544678906,0.1562022853288763,-0.9620486548916123,0.28864744525712177,-0.002743567279644026,0.21226481745818582,-0.17277601921816166,0.054934665909286834,0.0022825271034073937,0.02464857745148028,True,4.337047600769438,0.6264422499971416,-0.32845813491689285,0.37721325031898756,0.010734866575524723,0.1542319197027884,-0.9229023933234058,0.30373094627006164,0.0016579753042753923,0.21321498776200137,-0.1665921260906347,0.09462105178773421,-0.0001871391633358763,0.055953706492617494,9,14.0,0.26437768233794173,6.012559354852866,6.281187659356701,5.924780412072216,5.967550181858114,6.214713558586531,5.926782336968213,6.090623545176745,5.841657229562826
1,circle_xz,False,6.0,0.02,60,10,True,299,0.8224445068160785,7.632931500440463,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-2.5317182390898147e-08,3.946873868561342e-08,1.5441001538643853e-09,1.3194778716159869e-08,-0.3504871276837274,0.4509879847203924,0.0012200742703788326,0.22989208386756713,-1.0932607640023193e-07,3.236764399527602e-08,-2.2260625576397208e-08,4.0874887897762095e-08,True,1.463558699353598,0.7883972246033714,-0.04635253062475228,0.058035772667422436,0.00017784372664527668,0.024107724768849193,-0.29384648535311775,0.4380718527955785,0.0023724976775090843,0.2140724641095832,-0.03468795756851854,0.019649047678855235,-0.009830133233978078,0.015076512444628124,1,2.0,0.11556757476951339,5.3633063037558815,5.214578732043404,4.965293004998836,5.386250184458934,5.430443426395444,5.20346948642728,4.7125007986353245,5.353949756163197
2,circle_xz,False,6.0,0.02,60,10,True,299,1.6954425587523712,7.794202899793163,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-1.5763396344682049e-07,1.5337397402019366e-07,2.0480558296081652e-08,5.3333365799470736e-08,-0.6125090859447143,0.8570813045340244,0.0052389891469925174,0.40253868145164673,-3.0480528691551936e-07,1.3282298927182932e-07,-5.5319216172676113e-08,1.111852381098383e-07,True,1.8896843993570656,1.6767451983862045,-0.18498866126764266,0.2876796771849814,0.00399001783636046,0.09787905289261639,-0.43805941009002675,0.8871689781812919,0.02354890340718584,0.39736632207563705,-0.18217823207813538,0.16359212954577082,-0.00860523697775776,0.09558767552464592,2,2.0,0.21370252161642941,5.457681600300256,5.632517878461019,4.553195419390133,5.2447980422381635,4.430299379426339,5.2400200871314,5.888102034768892,6.076519612712029
3,circle_xz,False,6.0,0.02,60,10,True,299,2.6418236355737066,10.207087001064792,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.0010447189176710152,0.0008000086383764509,5.353952646924078e-05,0.0003770224101271694,-0.8808311075983833,1.2648127647749512,-0.00599507639214797,0.5485880876591308,-0.0013215758350491051,0.001498605682222198,0.00023625344901311463,0.0005273417450960803,True,1.6666190990945324,2.722238453838729,-0.8033879894140947,0.7145540809189466,0.02446360759044102,0.3113965051753634,-0.5835326746813453,1.0526117385390847,0.011891499758425112,0.4778023650490011,-0.9810304279907854,0.7291993718809407,0.028567636887066896,0.38827852675292845,3,2.0,0.6341715358411035,13.176975016506185,10.798060143957779,11.230076150690387,9.45664423760292,10.035507821438781,12.280958065687651,14.793944915406007,13.419151514104586
4,circle_xz,False,6.0,0.02,60,10,True,299,3.661068610584687,9.507800800260156,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.08594133296628301,0.03911755191297293,-0.0068566886516584005,0.019743894134321448,-1.1091585543788587,1.3976481082407914,-0.01937313497138072,0.6615109921100952,-0.1250948708380077,0.046885148118285785,-0.008700665250693997,0.02749625888347241,True,1.7392607000656426,4.1639250081000885,-1.3158953316276734,1.11156341527006,0.07422439811831391,0.5395608992314413,-0.6873736842216147,1.0570761756738307,-0.030461965873583654,0.4925623704915303,-1.6498509374569597,1.4176495972431018,0.08109703347940794,0.6807917633918393,4,2.0,1.4927470446789315,31.979383460013263,25.517674004332157,23.46218819931188,22.958079369443347,24.929257802667745,28.14372789931728,34.22441852418046,31.661325598649416
5,circle_xz,False,12.0,0.02,60,10,True,599,0.33827922829118645,18.24428220128175,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-1.0373963507477947e-08,1.5317475514408658e-08,5.487488540950565e-10,4.674670617432163e-09,-0.2660999778487981,0.3304158771740248,-0.009072951226947004,0.18505915218043795,-1.0374903291478224e-08,9.207865210022018e-08,7.189741148760789e-09,2.443040666175678e-08,True,3.440445299143903,0.3090065386488933,-0.047628418372742766,0.041408404901449716,0.0022410901353847462,0.01804034260480642,-0.2972556570013378,0.32688635571117025,-0.0077607341334889265,0.17868944092852224,-0.04392645630323315,0.007699201334961299,-0.019079636736644378,0.0158455828844929,1,4.0,0.09877745451423389,2.9311070449396643,2.832711376752919,3.061255292701183,2.680560525511326,2.941643984497066,3.1031224184962807,2.8390328575177928,2.910448390046755
6,circle_xz,False,12.0,0.02,60,10,True,599,0.706268587328182,16.143149600946344,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-2.434414152301096e-07,2.48685808282059e-07,-3.320364641325106e-08,1.0275728141088425e-07,-0.6101841670928841,0.8230150548097956,-0.030936716208845957,0.3819139114553862,-3.187887494665968e-07,3.298662110800729e-07,-4.846538635785369e-08,1.5795411104550583e-07,True,3.529498099349439,0.6837646475488928,-0.15724127853958833,0.12394634877265663,0.0018514098563434584,0.057011958512237136,-0.6274161872487864,0.6816048130169056,-0.029784879249315624,0.36246050423687254,-0.1662028269780027,0.02455709545324011,-0.03020711681674503,0.040754337827519874,2,4.0,0.1843654638842749,3.8864198346421004,3.4662993264822397,4.521606951709642,3.7744277831744957,3.708070398381757,3.7363602514370524,3.8553410950204645,4.075145618695763
7,circle_xz,False,12.0,0.02,60,10,True,599,1.1888701885218265,26.606705601210706,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-2.1056969399614015e-06,4.598119205125004e-06,5.6025978348390714e-08,7.711723580785319e-07,-1.1102443210163928,1.2744044930493323,-0.10920948233801227,0.5928917953455467,-1.5821533964511054e-06,1.7888980958816045e-06,2.7161028200570275e-08,5.453954159462383e-07,True,4.530763100832701,1.21374720685542,-0.22904817645950895,0.2632726033631948,0.006274558698995107,0.1267190771632037,-0.9324389985676642,0.9619521393016367,-0.06478705626818927,0.518866623690193,-0.3777842267205377,0.13145828696780346,-0.05283485516535462,0.11747922692078047,3,4.0,0.46887699369285374,6.755059992165024,10.130170404596779,7.332435624591312,8.369028742410086,8.749904914396602,7.47406990718438,7.906743924192722,8.418191417886698
8,circle_xz,False,12.0,0.02,60,10,True,599,1.8251042785065832,18.40859769913368,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.12263973493747973,0.2888179080594419,0.04022179180874107,0.0785070199067734,-1.3999999410099777,1.3913201718860888,-0.23106364004101299,0.7430442811326194,-0.14496217840331976,0.35982156131794063,0.027173380306837653,0.08938747996022488,True,8.935812199837528,2.1096046313812016,-0.34632683842417356,0.7278613884405438,0.08347129726395291,0.26928598690237565,-1.2148803371920172,1.0921155752502987,-0.08163224281912425,0.6438878004441637,-0.39207796822457863,0.7697771146227562,-0.013282286045214068,0.23918473385658812,4,4.0,1.0497409262407,17.777975258980728,22.12527941695984,18.03065401537733,19.45335055344749,20.402716481514148,18.085524410196726,21.147348205163233,20.29338559240145
9,circle_xz,False,18.0,0.02,60,10,True,899,0.17382847307070282,23.635698999045417,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-3.1942889952603624e-08,1.8862094190302248e-08,-3.5084569421723287e-10,4.251068331208806e-09,-0.23341321014344374,0.21744402348742153,-0.004361066144474604,0.09614250012055138,-1.9408418518018747e-08,3.6688239703407627e-09,-2.8432404621479463e-09,4.267584674120843e-09,True,10.010002601426095,0.15879608362602268,-0.03131493257091109,0.029236995654784045,2.3490789673607036e-05,0.011908649494550044,-0.2467034753048204,0.20123956239611682,-0.004724568276081256,0.09514434497353894,-0.0345091400213697,0.0022169187140596513,-0.01624990103263309,0.010687943277896067,1,6.0,0.08528210097975043,2.1909302006877205,1.8985975515257891,2.3311796420734456,1.6611773095219593,2.1210162115294167,2.264496218321817,1.9581415910884277,2.1012393758698105
10,circle_xz,False,18.0,0.02,60,10,True,899,0.3406453255090069,21.861144399736077,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-1.0908925882522542e-07,7.734653659853733e-08,-1.9965268065590846e-09,2.3624988232477408e-08,-0.49838752680823206,0.3833830662723035,-0.013649615279705067,0.20435697469624295,-7.757470855330134e-08,4.3564089204251773e-07,1.701203805360521e-08,8.810436317880179e-08,True,4.799907399108633,0.3291755743553666,-0.07409534155484936,0.05082421749375625,0.001792870852750573,0.02627021550311489,-0.5223623276304767,0.3930446451215674,-0.012674434486944,0.19776858066150516,-0.0340668574054402,0.008702748111372872,-0.017491637706089146,0.010795423452688566,2,6.0,0.11223330903186632,2.612270231514571,2.6912503985838336,2.814303672577673,2.751546158407506,2.6522996303455324,2.71682776349645,2.553545200607672,2.889420692670045
11,circle_xz,False,18.0,0.02,60,10,True,899,0.5392619173031017,22.013845098670572,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-1.52555173075338e-07,8.947466829754763e-08,-5.941173032698407e-09,4.610416480785063e-08,-0.815267930459384,0.5723266227975007,-0.022724601178940665,0.31046380694909226,-3.7368196646350795e-07,1.4841595210492846e-07,-3.145662970321708e-08,1.0045792736577641e-07,True,5.935190098709427,0.5471450388428509,-0.12770658648815747,0.11697618902342612,0.0002290549920586334,0.057273354677353935,-0.7997894314038586,0.5145341063921175,-0.022914016599899084,0.3011845066376392,-0.11732786894539687,0.03413522018775623,-0.012582518614123421,0.02967257572844949,3,6.0,0.15978077810362595,3.8081341628606395,4.245829001161919,3.849673583725336,4.2301742192083935,3.674529438571559,3.815861396599315,3.9402283485088665,3.9959951801193916
12,circle_xz,False,18.0,0.02,60,10,True,899,0.7713777244278358,21.0978527989937,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-2.1423714775336309e-07,2.840124692332331e-07,-6.789755334940788e-09,8.8277701749164e-08,-1.1723973267181398,0.8822686499440462,-0.04791818585568694,0.43242118592799095,-1.4655937581319146e-07,2.3201935889396454e-07,-2.3991903212233125e-09,6.894449587432901e-08,True,4.216056999983266,0.7982360466991971,-0.23452050002022612,0.1816960458428841,-0.007262023042555192,0.09243623188163345,-1.075660608341137,0.600340131305093,-0.036872605899316985,0.40010677543208595,-0.23295670422250514,0.0765808985941945,-0.012416298141886913,0.06753621126722324,4,6.0,0.27647303675650464,8.170480702864591,8.873642779596432,7.128301912260826,8.19460937558846,8.393986260511516,7.526771617551035,8.507650557604718,7.725667566411716
13,circle_xz,False,12.5,0.02,60,10,True,624,0.4725893093888454,16.27761269954499,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-2.847250327034254e-07,1.1407896204575287e-07,-1.4453227339932786e-08,7.489891237355307e-08,-0.8676167994786786,0.37734239697976557,-0.011470558427949265,0.2471936899643432,-1.054100428247105e-07,5.649072711351283e-07,3.256696708506738e-08,1.3565576375485146e-07,True,3.241054100682959,0.5033762415991242,-0.07920679859134629,0.09990350651645882,0.0005027820618058425,0.02934789125364212,-0.8518679880028648,0.35417712326325845,-0.011178068730345393,0.23920671456101833,-0.06589360908458507,0.011378905789030584,-0.020673884169799213,0.018598713364838124,5,10.0,0.15888354613457223,3.0248363303314694,3.024147758858595,3.61273917212447,3.033011103203172,3.029588469729222,3.2091923770568256,3.1618088319263142,3.0870499244789347
