sim_id,trajectory_type,disturbed_inputs,simulation_time (s),time_sample (s),N,M,mpc_success,num_iterations,mpc_RMSe,mpc_execution_time (s),operation,failed_rotors,ang_speed_percentages (%),mpc_min_phi (rad),mpc_max_phi (rad),mpc_phi (rad),mpc_std_phi (rad),mpc_min_theta (rad),mpc_max_theta (rad),mpc_mean_theta (rad),mpc_std_theta (rad),mpc_min_psi (rad),mpc_max_psi (rad),mpc_mean_psi (rad),mpc_std_psi (rad),nn_success,nn_execution_time (s),nn_RMSe,nn_min_phi,nn_max_phi,nn_mean_phi,nn_std_phi,nn_min_theta,nn_max_theta,nn_mean_theta,nn_std_theta,nn_min_psi,nn_max_psi,nn_mean_psi,nn_std_psi
37,circle_xy,False,15.0,0.02,60,10,True,749,0.5176191208194132,19.684771699481644,normal,,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.356999959483433,0.3474747807525839,0.0162817530287679,0.1625162407875743,-0.8659201982832616,0.2866804610578762,-0.0041124363461411,0.2154845965198187,-0.1474964245383004,0.0657718689109423,0.0052545904926532,0.0252376591968814,True,3.654953300952912,0.5433656007132586,-0.3220368960731388,0.3967580404934554,0.0155468329965727,0.1610519336501596,-0.8507560912987947,0.3425673264750387,-0.0031707683870655,0.2212646144381852,-0.2142907245428757,0.0858252259793819,0.0119613939490388,0.0506360168280053
38,circle_xy,False,15.0,0.02,60,10,True,749,0.5926447246529031,19.64399430016056,normal,,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.3910540726869979,0.4309332922337061,0.0180944536536717,0.1845706533953453,-0.976034930545541,0.3540072374742458,-0.0033348739652558,0.2435534509122144,-0.2133437024222178,0.0336592836165151,0.0005610131854508,0.0318324747923725,True,4.941471299971454,0.6620512074758655,-0.3431103104291346,0.5014206364611717,0.0178358813768562,0.1841714833539706,-0.9378793526408962,0.4028905923321581,-0.0049422423058107,0.2501310189743868,-0.3043639868706077,0.0944342101460001,0.0140175455788453,0.067484373740949
39,circle_xy,False,15.0,0.02,60,10,True,749,0.6820653774117388,20.58512959838845,normal,,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.43797564828782,0.522186878930844,0.0213161696530245,0.2075851404211238,-1.078480564004096,0.4376411004484045,-0.002045729769766,0.2739369328811489,-0.3084436310275062,0.0385580921224578,-0.001435244290563,0.0444366856773473,True,4.601093398872763,0.7979478343900129,-0.3635720524879126,0.6205244865663014,0.0202183878044564,0.2096954216549962,-1.0070682304954717,0.4674024688081262,-0.0065715595515931,0.2782286718328281,-0.4092033245883815,0.116858690148487,0.0168699922275093,0.0865337460712789
40,circle_xy,False,16.25,0.02,60,10,True,812,0.3092585729860921,18.55733110010624,normal,,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.2363919785170563,0.1904999770633195,0.0102652655109041,0.0975351438843522,-0.5888803600507369,0.2151218045184535,-0.0024683669953801,0.1388077007627582,-0.0497746734649368,0.007597926149139,0.0011051002536006,0.0077874699051285,True,4.371324698906392,0.319817013355176,-0.2462451244731801,0.209395530412029,0.0095260960474155,0.1013741645220611,-0.6130351246611538,0.1965201705038655,-0.001397428903208,0.1398553291345055,-0.0741386024788129,0.0502573841283268,0.0112791921811512,0.0249891322121879
41,circle_xy,False,16.25,0.02,60,10,True,812,0.4054340806343681,23.46281990024727,normal,,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.2667282143033126,0.237003471175689,0.0126273037421529,0.1172910836544093,-0.702975798447625,0.2462917499642217,-0.0020655142713287,0.1654832401541975,-0.0770010695881239,0.0181541740637875,0.0012514219391449,0.0119205757514341,True,3.94632729969453,0.3933922912468028,-0.289274095710472,0.2584216972672969,0.0112460402839788,0.1210169593768967,-0.7292776145329343,0.2366796740747402,-0.0014933459611103,0.1705531175950587,-0.1145007893789127,0.0641530148662245,0.0113355731851806,0.0314082693682204
42,circle_xy,False,16.25,0.02,60,10,True,812,0.4796584160355731,21.135587201453745,normal,,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.3252506772475858,0.2891459763424838,0.0135081176446932,0.1398156542116771,-0.8118641041848806,0.2699056194113484,-0.0026010666057788,0.1905721750784648,-0.11282413761218,0.0340056430579193,0.0025446657852247,0.0181430161495699,True,6.353344199131243,0.4768439731278427,-0.3131348425062229,0.3284016019439102,0.0131486909718085,0.139805298833665,-0.819683473313614,0.2929095189720885,-0.0019550307748949,0.197542816293789,-0.1708601041219616,0.0784600767075609,0.0112876448338033,0.0420961962516477
43,circle_xy,False,16.25,0.02,60,10,True,812,0.5444862949620923,21.175892301253043,normal,,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.3633888573033285,0.3500063112842292,0.0155557710230749,0.1599874313522701,-0.919197738370384,0.2899577071817593,-0.0034324595311549,0.2149908894687107,-0.1620712289044285,0.0593436041423892,0.0036239055590903,0.0251453820924254,True,3.819519499549642,0.5737962033360987,-0.3343282534670356,0.4134750476056399,0.0152329930285536,0.1594477170787746,-0.9046422924070688,0.3529740960832687,-0.0029516733419175,0.223294851497476,-0.2433674622375312,0.0907705235989692,0.0130793060145352,0.0558968732048612
44,circle_xy,False,16.25,0.02,60,10,True,812,0.6129854364344972,21.598896997631527,normal,,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.399116542836935,0.430195465391239,0.0173692210484746,0.1794105652335341,-1.017798447133658,0.3574874500293827,-0.0022942154017359,0.2398539572511483,-0.2274733859849163,0.032966038384261,-0.0010471763056184,0.0323323326338143,True,4.196865902631544,0.6873131208468537,-0.3549642285212102,0.512528270699066,0.0173755907326296,0.1802220329335814,-0.9804847646509048,0.4079143608521239,-0.0042353406523499,0.2484002940903667,-0.3318741772367344,0.1061971674068827,0.0150872338429734,0.0716350817413684
45,circle_xy,False,17.5,0.02,60,10,True,874,0.2786608712980165,21.63325750036165,normal,,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.2208245166722907,0.1660848254620789,0.0090801480988466,0.0849291313093402,-0.5520495217123293,0.1937395972218991,-0.0020288606626294,0.1230033301991366,-0.0392475278884215,0.009942790880252,0.0013576484548038,0.0060194415379163,True,4.84867420012597,0.2906714007784432,-0.2244158008672284,0.1853029579527055,0.0084733908546934,0.0877974722276446,-0.5757427404059166,0.1718322271428579,-0.0013762301717814,0.1234341457830882,-0.062815193145825,0.0475585317696861,0.0113029891969478,0.023492342361778
1,lissajous_xy,False,6.0,0.02,60,10,True,299,0.6888421354697282,9.067178199766204,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.31728553141150184,0.3326282360450814,-0.012217531335280274,0.21346521182611344,-0.4223747447906753,0.4278985436286895,-0.025639990476337755,0.27077077653762827,-0.1392264704433021,0.16167098830682392,0.012613264888931185,0.07871616682466934,True,1.442332899547182,0.7849632637881718,-0.3143006727906103,0.3518574609529604,-0.00267305113381485,0.18194282029566716,-0.2851781433843455,0.3637415102357242,-0.0158150763412945,0.19059393759618334,-0.16590424556550556,0.14690493985576117,0.0019797738529755637,0.08780626150080828
2,lissajous_xy,False,6.0,0.02,60,10,True,299,1.5252268301483949,7.226846599718556,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.5832582204993214,0.63218602994696,-0.015095840034817313,0.37078551840696633,-0.7895547155547555,0.8259250329909615,-0.027967800745108018,0.47172238752668966,-0.5240694941262005,0.42927292133910555,0.00044616292446666723,0.26603885618236245,True,1.7146606006426737,1.5919104593999382,-0.6306660711019327,0.6230647797661837,-0.006507289904359368,0.33367116873025837,-0.6849656622267513,0.6458775211946581,-0.027381805731434034,0.3800345567909008,-0.439578983494622,0.4054327405575966,0.00014534232197563668,0.2494245990168726
3,lissajous_xy,False,6.0,0.02,60,10,True,299,2.651138248762352,7.815310600912198,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.9923378548363284,0.796146595436278,0.02724162331024763,0.4720097425443539,-1.0412144219470112,1.118338448811834,0.0710705774700934,0.6066432826710288,-1.2074769772407226,0.9126030275067094,-0.0790141071277572,0.5367996852086625,True,2.72220710106194,2.5633894351712456,-0.8458360060048852,0.8173748049000503,0.015831088174194447,0.4743926965467647,-0.8937357658605993,0.9355200376103847,0.008721569914974742,0.5457636267868051,-0.9131149153258319,0.8675099577400063,-0.05172516168556172,0.4970037838062754
4,lissajous_xy,False,6.0,0.02,60,10,True,299,3.7309716641091253,8.839996900060214,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-1.4136505658689658,1.008361057035289,0.10425237215903933,0.544776708357372,-1.240948315789598,1.138585825977109,0.06799467802799011,0.676988123193293,-1.2093787962132438,1.029374113616533,-0.19261202905047295,0.6551726326297457,True,2.1147380985785276,4.262576866052097,-1.197396440588192,0.9662258453346038,-0.04130307192689914,0.5822833121984877,-0.9303745331313049,1.1655117212288055,0.19139018239679573,0.5826787363315095,-1.5518183460185861,1.525018361417031,-0.13068716987910847,0.8593132244849668
5,lissajous_xy,False,12.0,0.02,60,10,True,599,0.22329150311055995,15.199085501139052,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.2153077899736399,0.17671712283966665,-0.006126747403963596,0.09534872788208676,-0.25905018102944477,0.27315994000682314,-0.004403677720163251,0.1714236402549169,-0.05071446682384433,0.02879674304289416,-0.004249142533104169,0.021295783717495433,True,3.3484845992643386,0.3345357010834883,-0.207766530310818,0.1402339518385985,-0.006497996796914657,0.08908631150716007,-0.24606310575708967,0.28585329996573183,-0.006687524082311444,0.15899961925553938,-0.05501315330382317,0.03656771777818322,-0.00327710099654305,0.020953465365037734
6,lissajous_xy,False,12.0,0.02,60,10,True,599,0.5288107468063353,19.720999000011943,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.45207546258282344,0.3029699697079976,-0.011472860085167765,0.1818222861414435,-0.5001763111917185,0.5344443107905067,-0.009493136510483047,0.32996618688595564,-0.1762804588203321,0.07991951802819286,-0.010299604395230304,0.06656085722157531,True,3.282766600488685,0.7174644289114125,-0.4675221822981012,0.30313009845559047,-0.01889192960265484,0.18938353040153533,-0.5324070852303061,0.5045769184585696,-0.015314433197270135,0.30465869137886387,-0.184825008390332,0.08671187668160424,-0.006744688922603759,0.07267045825682526
7,lissajous_xy,False,12.0,0.02,60,10,True,599,0.9726441188385704,15.173000100883655,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.7279795694355571,0.39129601482748766,-0.02293125035843946,0.25326222929448433,-0.7331592506875878,0.7700228460545474,-0.012169993066455801,0.4721156532473402,-0.3938770989398133,0.16199767584857294,-0.019857267208972875,0.14520333185457812,True,3.7342240987345576,1.1509873219341944,-0.7604873980965792,0.5102582102327121,-0.05101934562956481,0.29821572770336713,-0.7122054411404782,0.7110490538794342,-0.02154683123624956,0.43154715606263105,-0.3186516016983777,0.21357621111656536,-0.0085751513128391,0.13932412412505685
8,lissajous_xy,False,12.0,0.02,60,10,True,599,2.051856784907362,18.323137199273333,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-1.0605029009087443,0.5828302362600923,-0.17068435561441592,0.3599709953927607,-1.0148596711669287,0.9689144449503237,-0.011172172778125778,0.5917559005652179,-0.8529040228774663,0.8398019094406436,0.018913289230091432,0.38002160678883845,True,4.370377399842255,1.7815497897262575,-1.086479932747105,0.6328710851957459,-0.12288508356429229,0.4234834603020696,-0.8194702140284416,0.8844652236648828,-0.020304797897443844,0.5323938815472881,-0.5917854085526423,0.5027164461371196,0.00490504074677349,0.25646386786774084
9,lissajous_xy,False,18.0,0.02,60,10,True,899,0.11640347539809258,23.881598202046007,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.16430032924063556,0.08997951979551147,-0.003186725097286042,0.04871591772686807,-0.12679815037790873,0.14812001812360462,-0.001519024203899701,0.08548442553488403,-0.014465198083605982,0.0058770221018332736,-0.0009915053258306935,0.004903212557226532,True,4.830845100223087,0.1715044461890333,-0.1588826221778201,0.08364245819013327,-0.004313843842218264,0.04715722974941589,-0.1288539094788912,0.16375223123155122,-0.0024702824237557595,0.08671162780588952,-0.02433410333136809,0.026725070071427184,0.0005722189886412009,0.014586915677277346
10,lissajous_xy,False,18.0,0.02,60,10,True,899,0.24219575328837536,24.42531169950962,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.33228751707365006,0.15994686531129662,-0.006520163979977093,0.09595531894850182,-0.25544508332905197,0.2940111829401007,-0.0028385091929755825,0.1683314281594898,-0.058814792524921326,0.02455455417599185,-0.0036516849561922487,0.01863234906380257,True,4.638905600295402,0.34377663980554657,-0.3229199287453241,0.1312051622284708,-0.008978269840546359,0.09212828144296512,-0.28513408994451894,0.3207375576285693,-0.003735228838913866,0.17248475266168864,-0.06878311785679767,0.04008514905461211,-0.0001315902387169427,0.02721822016252875
11,lissajous_xy,False,18.0,0.02,60,10,True,899,0.4041526163012932,24.73341909935698,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.5036948708686061,0.20183478087227646,-0.011395338788260356,0.14232231869191075,-0.36829423428803865,0.43692979710992086,-0.004066845815870932,0.2502806245500216,-0.14054183218607355,0.04511444052411707,-0.006868918905853193,0.040478477986367466,True,4.935722401482053,0.5497823349032446,-0.5218394609137449,0.26247443955123256,-0.015699692494702013,0.14522378309337294,-0.42483932099552246,0.452285639610089,-0.0061564232659906066,0.2581088981655654,-0.14309995946168236,0.07753394918578266,0.001048615127619181,0.051313037586995826
12,lissajous_xy,False,18.0,0.02,60,10,True,899,0.5987720565124348,24.74611410254147,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.6896652013789802,0.3095772395776395,-0.018580258874682388,0.19089832027348877,-0.4846891454826478,0.5752891275137485,-0.006850866174250565,0.3254553363136585,-0.2720563440772504,0.07865381168656557,-0.014591748416508489,0.07526553471608233,True,4.929134701611474,0.7937769166584888,-0.7317634388040485,0.3624156301114064,-0.024612468262295652,0.20052662870376944,-0.6067144459264407,0.5924686913990511,-0.00668351958742561,0.34661329846085376,-0.23958093765386776,0.1270241245384826,-0.0006027483761859444,0.080452891351859
13,lissajous_xy,False,30.0,0.02,60,10,True,1499,0.3217852069119274,40.23385709733702,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.5301978840505044,0.20312523897456816,-0.006171125105175325,0.09916649253657116,-0.22801156849641724,0.29591719682700274,-0.0021190894366161076,0.15985986945962327,-0.10061969736971267,0.01385767290704759,-0.003880263029838526,0.01895017253806588,True,7.539985199458897,0.4127549010149317,-0.5319255667308117,0.1989553150156297,-0.008577418050476888,0.10089935189417551,-0.2864482835337428,0.2874993994183359,-0.0014133125859045208,0.1650936497241923,-0.09898900913135496,0.07672249962660864,0.014393949710863824,0.03818549074516068
14,lissajous_xy,False,30.0,0.02,60,10,True,1499,0.4001522016274401,42.63451410201378,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.6389013976206559,0.23759501617821968,-0.007762801005951197,0.11847691403086325,-0.273229058094453,0.353932852625148,-0.0028184154534232134,0.18993469422905898,-0.14919175996784875,0.020663293488714343,-0.006468081768680451,0.02795605700170045,True,7.317567298305221,0.5143930853838299,-0.6536058021825032,0.2433912139902098,-0.010816496620974609,0.12248772805114687,-0.34749935559908096,0.3326316359523773,-0.001527629131176295,0.19740612864678456,-0.1371905286396999,0.11174544161767339,0.01838008303981286,0.05008508658903811
15,lissajous_xy,False,36.0,0.02,60,10,True,1799,0.25206782650596626,47.86505510052666,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.4462796701869807,0.1698010057601888,-0.003547437727686522,0.07344604007298779,-0.1755096248850643,0.2105875365164713,-0.0013478702916520182,0.11332706730493144,-0.058719585230423796,0.005683756591544875,-0.0018991999939837099,0.009849822364785758,True,8.880746198236011,0.30867709519252495,-0.431492909421492,0.1640429753519202,-0.004613697464053064,0.07181696615161176,-0.21951352005760666,0.20752456344939862,-0.0013753692960538583,0.11494196955378967,-0.0626563366421414,0.0525431865180452,0.01229701608309348,0.027913957048735113
